review_text,fake_prob,cleaned,word_count,is_short,is_non_english,raw_fake_prob,cal_fake_prob,label_current_app.py,label_youden's_j,label_cost-sensitive,label_natural_valley,label_percentile,label_conservative,label_recommended,label_strict
"I recently purchased this resistance band and I’m really impressed with the quality and performance. The material feels durable and strong, yet it still provides a comfortable stretch during workouts. It offers great resistance without feeling too stiff or too loose, making it perfect for both beginners and more advanced users. I’ve been using it for a variety of exercises like strength training, stretching, and even rehab movements, and it works for all of them. It’s lightweight, easy to carry, and doesn’t take up much space, which makes it ideal for home workouts or travel. Overall, this resistance band is a great value for money and has definitely improved my workout routine. I would highly recommend it to anyone looking for a versatile and reliable fitness accessory.",0.987472116947174,"I recently purchased this resistance band and I’m really impressed with the quality and performance. The material feels durable and strong, yet it still provides a comfortable stretch during workouts. It offers great resistance without feeling too stiff or too loose, making it perfect for both beginners and more advanced users. I’ve been using it for a variety of exercises like strength training, stretching, and even rehab movements, and it works for all of them. It’s lightweight, easy to carry, and doesn’t take up much space, which makes it ideal for home workouts or travel. Overall, this resistance band is a great value for money and has definitely improved my workout routine. I would highly recommend it to anyone looking for a versatile and reliable fitness accessory.",127,False,True,7.817751793481875e-06,7.467372029726791e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It is a good equipment for home workout. Really good in doing bisep and tricep workout along with legs,0.9870775938034058,It is a good equipment for home workout. Really good in doing bisep and tricep workout along with legs,19,False,False,1.8535320123191923e-05,0.00015000407027798227,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good but not give confidance to pull very heigh,0.393580287694931,Good but not give confidance to pull very heigh,9,False,False,5.6760498409857973e-05,0.00037049743674454777,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"👍Received the product in one day ,overall the quality is very good for this price range and its very strechable ,worth the buy,stiches of the bands where Nice",0.1893356144428253,"👍Received the product in one day ,overall the quality is very good for this price range and its very strechable ,worth the buy,stiches of the bands where Nice",28,False,True,1.5662611986044794e-05,0.0001309213893090548,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently purchased this product and overall I am quite satisfied with its performance. The build quality feels solid and the product works exactly as described in the listing. Packaging was secure and the item arrived in perfect condition. One of the things I appreciated most is how easy it is to use. The design is simple and practical, making it convenient for everyday use. The performance has been consistent so far and it does the job efficiently without any issues. In terms of value for money, I think this product is worth the price. It offers good functionality and reliability compared to similar products in the same price range. There is still room for improvement in a few small areas, but nothing that significantly affects the overall experience. If the manufacturer continues to maintain this quality, I would definitely consider purchasing from this brand again. Overall, I would recommend this product to anyone looking for a dependable option in this category.",0.9710413813591005,"I recently purchased this product and overall I am quite satisfied with its performance. The build quality feels solid and the product works exactly as described in the listing. Packaging was secure and the item arrived in perfect condition. One of the things I appreciated most is how easy it is to use. The design is simple and practical, making it convenient for everyday use. The performance has been consistent so far and it does the job efficiently without any issues. In terms of value for money, I think this product is worth the price. It offers good functionality and reliability compared to similar products in the same price range. There is still room for improvement in a few small areas, but nothing that significantly affects the overall experience. If the manufacturer continues to maintain this quality, I would definitely consider purchasing from this brand again. Overall, I would recommend this product to anyone looking for a dependable option in this category.",162,False,False,6.1179216572782025e-06,6.125340276091917e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Title: Compact and surprisingly tough! Rating: ⭐⭐⭐⭐⭐ The Good: • Versatile: Love that you can stack the bands for extra resistance. • Portability: Everything fits into a tiny bag—perfect for travel or home workouts. • Durability: The carabiners and door anchor feel solid and secure. The Bad: • Handles can be a bit narrow if you have larger hands. Overall: Best value for a home gym setup. It’s cheap, effective, and takes up zero space. Highly recommend!",0.0433552227914333,"Title: Compact and surprisingly tough! Rating: ⭐⭐⭐⭐⭐ The Good: • Versatile: Love that you can stack the bands for extra resistance. • Portability: Everything fits into a tiny bag—perfect for travel or home workouts. • Durability: The carabiners and door anchor feel solid and secure. The Bad: • Handles can be a bit narrow if you have larger hands. Overall: Best value for a home gym setup. It’s cheap, effective, and takes up zero space. Highly recommend!",77,False,True,8.389491085836198e-06,7.905635452256733e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The resistance band quality is very good and reliable. The material feels strong and durable, and it provides consistent resistance during workouts. It doesn’t snap or lose elasticity easily, even after regular use. The grip is comfortable, and it’s suitable for full-body exercises at home. Overall, a great product for strength training and daily fitness. Worth the money",0.9895310401916504,"The resistance band quality is very good and reliable. The material feels strong and durable, and it provides consistent resistance during workouts. It doesn’t snap or lose elasticity easily, even after regular use. The grip is comfortable, and it’s suitable for full-body exercises at home. Overall, a great product for strength training and daily fitness. Worth the money",58,False,True,6.897713774378644e-06,6.748850561630019e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The product is good & genuine. The rubber is of good quality. If used in combination, like black + blue, it is even more effective. One can easily feel the pump instantly. The setup is easy, just snap in the hook amd you are good to go. The size of rubber is good enough. One can easily strength train with this product at home and boost their fitness goals.",0.9899068474769592,"The product is good & genuine. The rubber is of good quality. If used in combination, like black + blue, it is even more effective. One can easily feel the pump instantly. The setup is easy, just snap in the hook amd you are good to go. The size of rubber is good enough. One can easily strength train with this product at home and boost their fitness goals.",69,False,False,6.462297733378364e-06,6.402473131919103e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Best resistance band it gives you comfort while you are doing exercises using the resistant band of Fashnex believe me it gives you the right strength what you use while picking up weights go for advice. I’m a gym freak and love to carry my resistant band to the gym as well and I can give you the right review.,0.9795357584953308,Best resistance band it gives you comfort while you are doing exercises using the resistant band of Fashnex believe me it gives you the right strength what you use while picking up weights go for advice. I’m a gym freak and love to carry my resistant band to the gym as well and I can give you the right review.,60,False,True,6.608647254324751e-06,6.519381348206289e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently purchased this product and I’m quite satisfied with its performance. The build quality feels solid and it works exactly as described. It’s easy to use and delivers good value for the price. I especially liked the design and overall functionality. The packaging was also neat and delivery was on time. Overall, a great purchase and I would definitely recommend it to others looking for something similar.",0.9707659482955932,"I recently purchased this product and I’m quite satisfied with its performance. The build quality feels solid and it works exactly as described. It’s easy to use and delivers good value for the price. I especially liked the design and overall functionality. The packaging was also neat and delivery was on time. Overall, a great purchase and I would definitely recommend it to others looking for something similar.",68,False,True,6.621636202908121e-06,6.529733133768406e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Great product. So far, the bands seem very good quality for the price, and I'm writing this after using them pretty hard for the past week. That said, the strap of the carry bag ripped on its own, and could be improved.",0.2272347956895828,"Great product. So far, the bands seem very good quality for the price, and I'm writing this after using them pretty hard for the past week. That said, the strap of the carry bag ripped on its own, and could be improved.",42,False,False,5.998138021823252e-06,6.028249803919565e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"These resistance bands look durable and well-made, with strong clips and comfortable handles. The variety of colors suggests different resistance levels, which is great for a full workout. Overall, they seem like a versatile and useful addition to a home gym.",0.9833954572677612,"These resistance bands look durable and well-made, with strong clips and comfortable handles. The variety of colors suggests different resistance levels, which is great for a full workout. Overall, they seem like a versatile and useful addition to a home gym.",41,False,False,2.922459680121392e-05,0.0002167077970772859,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Great product for home gym and versatile. Product looks durable as of now. Great at this price,0.864526629447937,Great product for home gym and versatile. Product looks durable as of now. Great at this price,17,False,False,0.00015884237654972821,0.0008506677939286357,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"⭐⭐⭐⭐⭐ I’ve been using this product for a few weeks now and I’m really satisfied with the quality. The build feels strong and durable, and it works exactly as described. It’s very easy to use and provides great value for the price. The packaging was good and the product arrived in perfect condition. After regular use, I can say it performs consistently without any issues. I would definitely recommend this to anyone looking for a reliable product in this category.",0.9114751219749452,"⭐⭐⭐⭐⭐ I’ve been using this product for a few weeks now and I’m really satisfied with the quality. The build feels strong and durable, and it works exactly as described. It’s very easy to use and provides great value for the price. The packaging was good and the product arrived in perfect condition. After regular use, I can say it performs consistently without any issues. I would definitely recommend this to anyone looking for a reliable product in this category.",80,False,True,6.387125267792726e-06,6.342225999190851e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
This is my 1st band and what an absolute beast it is. I was underestimating it's durability and resistance. But it held up so well and how. Absolutely recommended go for it. Best in the segment,0.91290020942688,This is my 1st band and what an absolute beast it is. I was underestimating it's durability and resistance. But it held up so well and how. Absolutely recommended go for it. Best in the segment,36,False,False,7.248731890285853e-06,7.025033935199529e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Best quality and amazing product 😍 worth it 👍 material feels strong, durable, and stretchable without any fear of snapping, Highly recommended for anyone looking to improve strength, flexibility, and overall fitness!",0.8585709929466248,"Best quality and amazing product 😍 worth it 👍 material feels strong, durable, and stretchable without any fear of snapping, Highly recommended for anyone looking to improve strength, flexibility, and overall fitness!",32,False,True,3.723273039213382e-05,0.0002635408847282043,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The light ones are supposed to be used as extra and by that making whole set very sturdy the quality is superior to the ones so called branded resistance bands the clips and handle are really good no chance of blisters and u get a sheet of excercise people who don't know where to start can take that for reference hence I am giving full stars,0.9894100427627563,The light ones are supposed to be used as extra and by that making whole set very sturdy the quality is superior to the ones so called branded resistance bands the clips and handle are really good no chance of blisters and u get a sheet of excercise people who don't know where to start can take that for reference hence I am giving full stars,66,False,False,5.584269274550024e-06,5.6898598964425174e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"recently purchased the Fashnex Resistance Bands Set (100LB) and I'm really happy with the product. The quality of the bands is strong and durable, and the foam handles are comfortable to hold during workouts. The door anchor and ankle straps are also very useful and feel sturdy. I have been using it for home workouts and stretching, and it's working perfectly. The carry bag is also convenient for storage. Overall, it's a good value for money product and suitable for beginners as well as regular fitness users.",0.9764495491981506,"recently purchased the Fashnex Resistance Bands Set (100LB) and I'm really happy with the product. The quality of the bands is strong and durable, and the foam handles are comfortable to hold during workouts. The door anchor and ankle straps are also very useful and feel sturdy. I have been using it for home workouts and stretching, and it's working perfectly. The carry bag is also convenient for storage. Overall, it's a good value for money product and suitable for beginners as well as regular fitness users.",87,False,False,5.792494448542129e-06,5.860690705133859e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Product is very useful for peoples who prefer home workout, u can do most of ur exercises with this and has very good build quality as well",0.9937485456466676,"Product is very useful for peoples who prefer home workout, u can do most of ur exercises with this and has very good build quality as well",27,False,False,7.629660103702918e-06,7.321861961807538e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good quality rubber is used with iron casing. Color combination is attractive and descent. Easy to assemble and unassembled for women. Locking system is easy and strong. Good for beginners who do wanna weight loss.,0.9906486868858336,Good quality rubber is used with iron casing. Color combination is attractive and descent. Easy to assemble and unassembled for women. Locking system is easy and strong. Good for beginners who do wanna weight loss.,35,False,False,1.2837459507863969e-05,0.00011148383839459228,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Very good gripping Quality is hard Gripping is soft and strong Rods material is enough good for the weight Easy to assemble and unassembled Weight are smooth curves Locking is easy to add and remove,0.4550005495548248,Very good gripping Quality is hard Gripping is soft and strong Rods material is enough good for the weight Easy to assemble and unassembled Weight are smooth curves Locking is easy to add and remove,35,False,False,8.597199666837696e-06,8.063416967445431e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Adverse things you should know: 1. The discs are same size. Not different size as in picture. So your kettlebell will look flat. They did not need to photoshop the pictures. The product was good as is and should be displayed as such. It is just that your expectations are different looking at pics. 2. The plastic is ok quality. Not bad. Probably sand inside. Not premium quality though. It is ok for the price. The price I felt was high. 3. 5 stars for design. In this day and age,we need this kind of design which takes lesser space, and is versatile. 4. Packaging could be better. They had just placed everything in a box, placed that box in a bigger box, and sent it. 5. The pieces had scratches etc. I let it go. Overall a good product. Too much premium for ergonomic design. My pic has the entirety of what came in box.",0.945928156375885,"Adverse things you should know: 1. The discs are same size. Not different size as in picture. So your kettlebell will look flat. They did not need to photoshop the pictures. The product was good as is and should be displayed as such. It is just that your expectations are different looking at pics. 2. The plastic is ok quality. Not bad. Probably sand inside. Not premium quality though. It is ok for the price. The price I felt was high. 3. 5 stars for design. In this day and age,we need this kind of design which takes lesser space, and is versatile. 4. Packaging could be better. They had just placed everything in a box, placed that box in a bigger box, and sent it. 5. The pieces had scratches etc. I let it go. Overall a good product. Too much premium for ergonomic design. My pic has the entirety of what came in box.",156,False,False,5.911975677008741e-06,5.958180878110348e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The product quality is terrible and not at all worth the 13k I paid. The bolts were very loose from day 1, and I had to keep adjusting it for every set, and it was very unstable and scary to use. Finally the dumbbell handle itself broke and shockingly it seems to have been just stuck with glue. Luckily it broke when I was setting it up and not when I was exercising. I could have been injured pretty badly. This is pretty useless now and just 13k I have burnt.",0.8138021230697632,"The product quality is terrible and not at all worth the 13k I paid. The bolts were very loose from day 1, and I had to keep adjusting it for every set, and it was very unstable and scary to use. Finally the dumbbell handle itself broke and shockingly it seems to have been just stuck with glue. Luckily it broke when I was setting it up and not when I was exercising. I could have been injured pretty badly. This is pretty useless now and just 13k I have burnt.",91,False,False,6.329924872261472e-06,6.296291402828731e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"At this price point, a seperate 5 feet barbell Tod should be provided instead of screwing 2 dumbell peices to the end of the small barbell rod. I know this was done to assemble it as dumbbell also. But the screwing peices are becoming loose frequently. This is one problem. So, i had to order another barbell rod from Amazon. Also the plastic screws at either end also becomes loose frequently. This would be a problem which everyone would face.",0.7531514167785645,"At this price point, a seperate 5 feet barbell Tod should be provided instead of screwing 2 dumbell peices to the end of the small barbell rod. I know this was done to assemble it as dumbbell also. But the screwing peices are becoming loose frequently. This is one problem. So, i had to order another barbell rod from Amazon. Also the plastic screws at either end also becomes loose frequently. This would be a problem which everyone would face.",80,False,False,6.657665380771505e-06,6.558426885648753e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The packaging was excellent and delivered without any damage. The quality of the product is superb at this price point. For beginners, it is more than enough, best for home workout. It saves my so much time. I kept it in my room and every morning i do workout and felt good. Thanks to Amazon",0.9872758984565736,"The packaging was excellent and delivered without any damage. The quality of the product is superb at this price point. For beginners, it is more than enough, best for home workout. It saves my so much time. I kept it in my room and every morning i do workout and felt good. Thanks to Amazon",55,False,False,7.234629265440162e-06,7.013988191802995e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Its pretty good quality, If you are looking for sturdy and good quality equipments then it’s a right option for you. Very easy to assemble and use.",0.931000292301178,"Its pretty good quality, If you are looking for sturdy and good quality equipments then it’s a right option for you. Very easy to assemble and use.",27,False,True,5.2105129725532606e-05,0.0003457493891719292,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Its made of plastic but its does it job and durable and best for home workout, only negative point is that the assembled road is bit too small if i put more weights then the rod is out of space.",0.8193331956863403,"Its made of plastic but its does it job and durable and best for home workout, only negative point is that the assembled road is bit too small if i put more weights then the rod is out of space.",40,False,False,7.304790415219031e-06,7.068900526700104e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The locking nuts are plastic and have become loose after a month usage. The product has loads of room for improvement, the plastic nuts are loose and the grip requires improvement, cannot add more than 2 plates, would not recommend, shubh ratri",0.61789870262146,"The locking nuts are plastic and have become loose after a month usage. The product has loads of room for improvement, the plastic nuts are loose and the grip requires improvement, cannot add more than 2 plates, would not recommend, shubh ratri",42,False,False,6.6887155298900325e-06,6.583131408230482e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I like it, it's good for basic and beginners workout",0.9504274129867554,"I like it, it's good for basic and beginners workout",10,False,False,3.0893217626726255e-05,0.0002266508551364186,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"For its price, the product is quite a bad deal. You are not getting much weight. Then, the plates come loose way too easily which is disruptive during workouts, dangerous, and frustrating. The grips on the dumbbells are too spiky which proves painful unless you hold it in a spiky way. I would not recommend this to anyone at all.",0.8248950242996216,"For its price, the product is quite a bad deal. You are not getting much weight. Then, the plates come loose way too easily which is disruptive during workouts, dangerous, and frustrating. The grips on the dumbbells are too spiky which proves painful unless you hold it in a spiky way. I would not recommend this to anyone at all.",60,False,False,6.752434728696244e-06,6.633759705541304e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Product is really good, the finish looks premium. I was a little scared to order such a thing online without checking it physically. However, all my fear was gone when I opened and taken a look at all the pieces - the finish really looks premium. The weights easily go on the rods and can be fixed quite tight. Since they gave 12 weights - I am able to create a great variety of combinations - which is a big plus for its usability. I did not want to buy the one with dials as I am afraid that they would start to get stuck very soon due to dust (dust is a big problem in the city I live) and there is always a chance that the weights could fall. So I am more confident of the mechanism where I can just put the weights on a rod and tighten them with screw - the gap between the rod and the whole in the weights is enough to offset gathered dust. And such weights should generally not fall unless the screw gets very loose. That is why I chose this product over the more complicated ones.",0.397381067276001,"Product is really good, the finish looks premium. I was a little scared to order such a thing online without checking it physically. However, all my fear was gone when I opened and taken a look at all the pieces - the finish really looks premium. The weights easily go on the rods and can be fixed quite tight. Since they gave 12 weights - I am able to create a great variety of combinations - which is a big plus for its usability. I did not want to buy the one with dials as I am afraid that they would start to get stuck very soon due to dust (dust is a big problem in the city I live) and there is always a chance that the weights could fall. So I am more confident of the mechanism where I can just put the weights on a rod and tighten them with screw - the gap between the rod and the whole in the weights is enough to offset gathered dust. And such weights should generally not fall unless the screw gets very loose. That is why I chose this product over the more complicated ones.",197,False,False,5.753203367930837e-06,5.828547255435597e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Do not buy this if you’re looking for a quality product. The product is made of very cheap PVC and does not feel sturdy at all. The pictures compare it with metal convertible dumbbells, which created the impression that it would be similarly solid. I genuinely thought it was made of metal, but it’s completely plastic/PVC. Because of this, the dumbbells are bulky and difficult to handle since they are not compact. The overall build quality feels poor. Another issue is that there is no return option, which I unfortunately didn’t notice before purchasing. Sometimes products simply don’t meet expectations, and customers should have the option to return them. Unfortunately, this purchase ended up being a waste of money.",0.1268600225448608,"Do not buy this if you’re looking for a quality product. The product is made of very cheap PVC and does not feel sturdy at all. The pictures compare it with metal convertible dumbbells, which created the impression that it would be similarly solid. I genuinely thought it was made of metal, but it’s completely plastic/PVC. Because of this, the dumbbells are bulky and difficult to handle since they are not compact. The overall build quality feels poor. Another issue is that there is no return option, which I unfortunately didn’t notice before purchasing. Sometimes products simply don’t meet expectations, and customers should have the option to return them. Unfortunately, this purchase ended up being a waste of money.",119,False,True,5.9165099628444295e-06,5.9618731141159576e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Though good quality product... dumbbell rod could have been provided to avoid hardhip of regular interchange of dumb bells and long rods. Common rod is provided for both.,0.7886207699775696,Though good quality product... dumbbell rod could have been provided to avoid hardhip of regular interchange of dumb bells and long rods. Common rod is provided for both.,28,False,False,1.2191606401756871e-05,0.00010692961052108545,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"It looks premium for gym equipment, nice. Weights seem little unbalanced, rest all good",0.9307113885879515,"It looks premium for gym equipment, nice. Weights seem little unbalanced, rest all good",14,False,False,9.065878111869097e-05,0.0005408257756897858,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Product is good but I want 30kgs set can you replace it with 30kgs. I will pay the extra amount.,0.6419879198074341,Product is good but I want 30kgs set can you replace it with 30kgs. I will pay the extra amount.,20,False,False,1.3918739568907768e-05,0.00011901165242915298,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Highly durable, good for beginners. Safe to use. Quality is awesome. highly recommended for beginners.",0.9329301118850708,"Highly durable, good for beginners. Safe to use. Quality is awesome. highly recommended for beginners.",15,False,False,0.01000605896115303,0.02382901622422447,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
I just got back home today 26/03/2026 and opened the parcel.No rods for the dumbells and other rods missing. Only screws sent without the rods.,0.4155056774616241,I just got back home today 26/03/2026 and opened the parcel.No rods for the dumbells and other rods missing. Only screws sent without the rods.,25,False,False,1.0078247214551084e-05,9.168431312183931e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good But I am not satisfied with kettleball Holding it is difficult due to design Product delivered is as per advertisement but design could have been better,0.0152890225872397,Good But I am not satisfied with kettleball Holding it is difficult due to design Product delivered is as per advertisement but design could have been better,27,False,False,4.32478373113554e-05,0.0002974353380177516,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Comparing with the price, I think it's a fine item for small excercise at home. I'm ordering more 12 kg plates.",0.9562276005744934,"Comparing with the price, I think it's a fine item for small excercise at home. I'm ordering more 12 kg plates.",21,False,False,4.810562313650735e-05,0.0003241465574609031,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
I got this on a whim but honestly it's one of my best investments in home workout. I usually don't have time daily for gym due to office so this is very handy. changes weight up to 20 kgs and converts into barbell and kettlebell too. just love the functionality. I usually never come here to give reviews but this product made me. Been using it for a month now and love it.,0.987096071243286,I got this on a whim but honestly it's one of my best investments in home workout. I usually don't have time daily for gym due to office so this is very handy. changes weight up to 20 kgs and converts into barbell and kettlebell too. just love the functionality. I usually never come here to give reviews but this product made me. Been using it for a month now and love it.,73,False,False,6.0776919781346805e-06,6.0927732185167505e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Product is not worthy of the price,0.3234788179397583,Product is not worthy of the price,7,False,False,0.00023115245858207345,0.0011516403344028682,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Really Great Product for Grip Improvement. Adjustable Easily,Cheap and Durable. You can start with 5 kg resistance and progressively overload to 60 kgs. Mind muscle connection is smooth as well. Recommend this product for anyone trying to improve grip strength or just gym performance in general.",0.9871028065681458,"Really Great Product for Grip Improvement. Adjustable Easily,Cheap and Durable. You can start with 5 kg resistance and progressively overload to 60 kgs. Mind muscle connection is smooth as well. Recommend this product for anyone trying to improve grip strength or just gym performance in general.",46,False,False,7.390332484646933e-06,7.135714119584682e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Very good product. The quality is quite good and it's useful for both men and women . The only thing that I don't like is that I don't think it will last for a very long time . Even though it's quality is is very good , I think it could be a little better. It ranges from 5kg to 60kg as mentioned and the adjustment is easy to do . The material is soft and doesn't rash your hands. Overall , a very good product for a reasonable price .",0.962797462940216,"Very good product. The quality is quite good and it's useful for both men and women . The only thing that I don't like is that I don't think it will last for a very long time . Even though it's quality is is very good , I think it could be a little better. It ranges from 5kg to 60kg as mentioned and the adjustment is easy to do . The material is soft and doesn't rash your hands. Overall , a very good product for a reasonable price .",91,False,False,6.601428594876779e-06,6.513626613899303e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Writing this review after 2 years. It still works very well, except the fact that it sometimes gets stuck. The numbers and markings rubbed off after sowm use but no effect whatsoever on the functionality",0.34295454621315,"Writing this review after 2 years. It still works very well, except the fact that it sometimes gets stuck. The numbers and markings rubbed off after sowm use but no effect whatsoever on the functionality",35,False,False,6.082637810322922e-06,6.09677923521545e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It works perfectly fine but after every set the broken plastic powder accumulates right below the joint. It feels like it'll break anytime now.,0.4827487468719482,It works perfectly fine but after every set the broken plastic powder accumulates right below the joint. It feels like it'll break anytime now.,24,False,False,1.0578126421023626e-05,9.53416158717944e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Easy, mini, compact Nice and handy Grip",0.0024308748543262,"Easy, mini, compact Nice and handy Grip",7,False,False,0.0015910365618765354,0.00545649846005118,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Just got my hand gripper and I'm impressed! 💪 Good quality, sturdy build, and does the job. Worth every penny! Helps loosen up my fingers after a long day. Would recommend to anyone looking to improve grip strength 👍.",0.9053853750228882,"Just got my hand gripper and I'm impressed! 💪 Good quality, sturdy build, and does the job. Worth every penny! Helps loosen up my fingers after a long day. Would recommend to anyone looking to improve grip strength 👍.",39,False,True,8.359349521924742e-06,7.882677082070216e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Too Good... Size , Rubber Grip , Adjustment Ability, Weight, all is too well !!... Durable too ... Mine's working properly from 2 -3 years!! That Plastic gets scratched easily though!!....Good Product btw!!... Must byif You have too skinny forearms... My strength also increased Rapidly after using it!!!!",0.3324780762195587,"Too Good... Size , Rubber Grip , Adjustment Ability, Weight, all is too well !!... Durable too ... Mine's working properly from 2 -3 years!! That Plastic gets scratched easily though!!....Good Product btw!!... Must byif You have too skinny forearms... My strength also increased Rapidly after using it!!!!",48,False,False,1.1005287888110615e-05,9.844062591344451e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The packaging was perfect, and there were no issues with it. However, the appearance and finishing of the product are not up to the mark. Some extra plastic material is visible and should have been properly filed and finished. On the positive side, the rubber grip is very comfortable and does not hurt the palm. It fits perfectly in the hand and feels good while using it. The main issue is with the weight adjustment. I am having a hard time adjusting the weight from 5 kg to the next level. The rotating mechanism feels quite stiff, and I am unable to shift it easily. Day 1 :- I started my workout with 19 × 3 repetitions for both hands using the basic method. Will post a review after a month to update on any improvements.",0.8177252411842346,"The packaging was perfect, and there were no issues with it. However, the appearance and finishing of the product are not up to the mark. Some extra plastic material is visible and should have been properly filed and finished. On the positive side, the rubber grip is very comfortable and does not hurt the palm. It fits perfectly in the hand and feels good while using it. The main issue is with the weight adjustment. I am having a hard time adjusting the weight from 5 kg to the next level. The rotating mechanism feels quite stiff, and I am unable to shift it easily. Day 1 :- I started my workout with 19 × 3 repetitions for both hands using the basic method. Will post a review after a month to update on any improvements.",136,False,True,5.921093361394014e-06,5.965604790124378e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
This product is very good and very useful for who do workouts and I suggest that 60kg gripped is also the best product and this product (40kg gripper) is very useful for forarms muscle building.,0.9697830677032472,This product is very good and very useful for who do workouts and I suggest that 60kg gripped is also the best product and this product (40kg gripper) is very useful for forarms muscle building.,35,False,False,1.2833762411901262e-05,0.000111457895554968,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It is a very good product but because of the straps on the handle your hand may get marks for some time,0.7137516736984253,It is a very good product but because of the straps on the handle your hand may get marks for some time,22,False,False,8.302788955916185e-06,7.83955278819903e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Feels a touch small if u have big hands. I would advise u to but something else with better grip (handle) but good enough,0.803289532661438,Feels a touch small if u have big hands. I would advise u to but something else with better grip (handle) but good enough,24,False,False,3.762933920370415e-05,0.0002658065662079227,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
